RESULT_COUNT: 32548,PAGE_SIZE: 10000,CURRENT_PAGE: 4,TOTAL_PAGES: 4,API_CALL_CREDITS: 1
TICKER,FIGI_TICKER,FIGI,COMPOSITE_FIGI,COMPOSITE_FIGI_TICKER,SECURITY_NAME,MARKET_SECTOR,SECURITY_TYPE,STOCK_EXCHANGE,LAST_CRSP_ADJ_DATE,CURRENCY
UEUR,UEUR:UP,BBG00JGF7FP9,BBG00JGF7FK4,UEUR:US,Citigroup Global Markets Holdings Inc,Equity,ZC SP REDEEM 15/12/2032 USD 25 - 17326E480,NYSE,,USD
UEVM,UEVM:UP,BBG00HZBYDF7,BBG00HZBYD94,UEVM:US,USAA MSCI Emerging Markets Value Momentum Blend Index ETF,Equity,Exchange Traded Fund,NYSE,2018-06-01,USD
UEXCF,,BBG000F83ML0,BBG000F83ML0,UEXCF:US,UEX Corp,Equity,Ordinary Shares,,,USD
UFAB,UFAB:UA,BBG007HXKGD1,BBG002BC2YL6,UFAB:US,Unique Fabricating Inc,Equity,Ordinary Shares,AMEX,2018-08-30,USD
UFCS,UFCS:UW,BBG000BVYGV1,BBG000BVY6C4,UFCS:US,United Fire Group Inc,Equity,Ordinary Shares,NASDAQ,2018-08-30,USD
UFCSP,UFCSP:UW,BBG0001JF349,,UFCSP:US,United Fire Group Inc,Pfd,PRF PERPETUAL USD - Series A 0%,NASDAQ,,USD
UFFCQ,,BBG000R5TQG2,BBG000R5TQG2,UFFCQ:US,UFood Restaurant Group Inc,Equity,Ordinary Shares,,,USD
UFGSY,,BBG000GBLQQ8,BBG000GBLQQ8,UFGSY:US,Unipol Gruppo Finanziario Spa,Equity,ADR,,,USD
UFI,UFI:UN,BBG000C48VG3,BBG000C48RJ9,UFI:US,"UNIFI, Inc.",Equity,Ordinary Shares,NYSE,2010-11-04,USD
UFLXY,,BBG000BWRHF3,BBG000BWRH72,UFLXY:US,Uflex Ltd.,Equity,,,,USD
UFLXY,,BBG000NX2NK6,BBG000NX2NK6,UFLXY:US,Uflex Ltd.,Equity,,,,USD
UFMG,UFMG:UW,BBG000BMBJT3,BBG000BMBJT3,UFMG:US,Universal Manufacturing Co.,Equity,Ordinary Shares,NASDAQ,,USD
UFODF,,BBG000F8NB14,,UFODF:US,United Foods Holdings,Equity,Ordinary Shares,,,USD
UFPI,UFPI:UW,BBG000BL13Y5,BBG000BL0T06,UFPI:US,Universal Forest Products Inc.,Equity,Ordinary Shares,NASDAQ,2018-05-31,USD
UFPT,UFPT:UW,BBG000BJC5G3,BBG000BJBZK3,UFPT:US,UFP Technologies Inc.,Equity,Ordinary Shares,NASDAQ,,USD
UFS,UFS:UN,BBG000BHFK17,BBG000BHFHP8,UFS:US,Domtar Corporation,Equity,Ordinary Shares,NYSE,2018-07-02,USD
UG,UG:UW,BBG000C2XHC4,BBG000C2XCD4,UG:US,"United-Guardian, Inc.",Equity,Ordinary Shares,NASDAQ,2018-05-29,USD
UGA,UGA:UP,BBG000R22HH7,BBG000R22FF3,UGA:US,United States Gasoline Fund LP,Equity,Exchange Traded Fund,NYSE,,USD
UGAZ,UGAZ:UP,BBG002N0NBF3,BBG002N0NB81,UGAZ:US,Credit Suisse Nassau Branch,Equity,ZC SP ETN REDEEM 09/02/2032 USD 50 - 22542D571,NYSE,2017-12-20,USD
UGBP,UGBP:UP,BBG00JGF7786,BBG00JGF7740,UGBP:US,Citigroup Global Markets Holdings Inc,Equity,ZC SP REDEEM 15/12/2032 USD 25 - 17326E159,NYSE,,USD
UGDIF,,BBG000BZ6S74,BBG000BZ6S74,UGDIF:US,"Unigold, Inc.",Equity,Ordinary Shares,,,USD
UGDM,,BBG000PSVZZ0,BBG000PSVZZ0,UGDM:US,Universal Gold Mining Corp,Equity,Ordinary Shares,,,USD
UGE,UGE:UP,BBG000QXDRM0,BBG000QXDNP6,UGE:US,ProShares Ultra Consumer Goods,Equity,Exchange Traded Fund,NYSE,2017-12-26,USD
UGEIF,,BBG0071NFHC5,BBG0071NFHC5,UGEIF:US,UGE International Ltd,Equity,Ordinary Shares,,,USD
UGEM,UGEM:UP,BBG001RZ3RQ9,BBG001RZ3RK5,UGEM:US,EGShares Utilities GEMS ETF,,Exchange Traded Fund,NYSE,,USD
UGFNF,,BBG000FL1W04,BBG000FL1V79,UGFNF:US,Unipol Gruppo Finanziario Spa,Equity,Ordinary Shares,,,USD
UGGYF,,BBG002DL0D41,BBG002DL0D41,UGGYF:US,Underground Energy Corp,Equity,Ordinary Shares,,,USD
UGHL,,BBG0082976G2,BBG0082976G2,UGHL:US,Union Bridge Holdings Limited,Equity,Ordinary Shares,,,USD
UGHS,,BBG000VCMD87,BBG000VCMD87,UGHS:US,University General Health System Inc,Equity,Ordinary Shares,,,USD
UGI,UGI:UN,BBG000BVYRN6,BBG000BVYN55,UGI:US,UGI Corp.,Equity,Ordinary Shares,NYSE,2018-06-14,USD
UGL,UGL:UP,BBG000FCR5T4,BBG000FCQ043,UGL:US,ProShares Ultra Gold,Equity,Exchange Traded Fund,NYSE,,USD
UGLD,UGLD:UW,BBG0025KWJV4,BBG0025KWJN3,UGLD:US,Credit Suisse Nassau Branch,Equity,ZC SP ETN REDEEM 14/10/2031 USD 50,NASDAQ,,USD
UGLLF,,BBG000P0N6X6,BBG000P0N6X6,UGLLF:US,UGL Ltd,Equity,Ordinary Shares,,,USD
UGNEQ,,BBG000BVZ2Z7,BBG000BVZ2Z7,UGNEQ:US,"Unigene Laboratories, Inc.",Equity,Ordinary Shares,,,USD
UGP,UGP:UN,BBG000C2RWT0,BBG000C2RVP6,UGP:US,Ultrapar Participacoes S.A.,Equity,ADR,NYSE,2018-08-10,USD
UGSI,,BBG000FTVYM6,BBG000FTVYM6,UGSI:US,Underground Solutions Inc,Equity,Ordinary Shares,,,USD
UGSNF,UGSNF:UW,BBG000003692,,UGSNF:US,Union Gas Ltd.,Pfd,6% PRF PERPETUAL CAD 50 - Ser B Cls,NASDAQ,,CAD
UGSNF,UGSNF:UW,BBG000003692,,UGSNF:US,Union Gas Ltd.,Pfd,,NASDAQ,,USD
UGSPF,UGSPF:UW,BBG000003H25,,UGSPF:US,Union Gas Ltd.,Pfd,5.50% PRF PERPETUAL CAD 50 - Ser A Cls A,NASDAQ,,CAD
UGSPF,UGSPF:UW,BBG000003H25,,UGSPF:US,Union Gas Ltd.,Pfd,,NASDAQ,,USD
UGTH,UGTH:UA,BBG000BZ7SP3,,UGTH:US,U.S. Geothermal Inc,Equity,Ordinary Shares,AMEX,,USD
UGTRF,,BBG000JG64V4,BBG000JG64V4,UGTRF:US,Uniglobe.Com Inc,Equity,Ordinary Shares - Class B,,,USD
UGYM,,BBG000H5S909,BBG000H5S909,UGYM:US,US Guaranty of America Inc,Equity,Ordinary Shares,,,USD
UHAL,UHAL:UW,BBG000BCG6N4,BBG000BCFXT0,UHAL:US,Amerco,Equity,Ordinary Shares,NASDAQ,2018-06-20,USD
UHBTY,,BBG000Q2R2V8,BBG000Q2R2V8,UHBTY:US,Usha Martin Ltd.,Equity,GDR - 144A,,,USD
UHECF,,BBG000BYP5F7,BBG000BYP4S6,UHECF:US,"Uchida Esco Co., Ltd.",Equity,,,,JPY
UHID,,BBG000CLDL71,BBG000CLDL71,UHID:US,"Universal Health Services, Inc.",Equity,Ordinary Shares - Class D,,,USD
UHLN,,BBG000VCV3H9,BBG000VCV3H9,UHLN:US,US Highland Inc,Equity,Ordinary Shares,,,USD
UHN,UHN:UP,BBG000VGDMT5,BBG000VGDM51,UHN:US,United States Diesel-Heating Oil Fund LP,Equity,Exchange Traded Fund,NYSE,,USD
UHOIF,,BBG000C1SN84,BBG000C1SN84,UHOIF:US,Ushio Inc.,Equity,Ordinary Shares,,,USD
UHS,UHS:UN,BBG000CB9T62,BBG000CB8Q50,UHS:US,"Universal Health Services, Inc.",Equity,Ordinary Shares - Class B,NYSE,2018-08-31,USD
UHT,UHT:UN,BBG000BW0D25,BBG000BW0BB9,UHT:US,Universal Health Realty Income Trust,Equity,Ordinary Shares,NYSE,2018-06-22,USD
UIBGF,,BBG000BBN1D0,BBG000BBN1D0,UIBGF:US,UIB Group Ltd,Equity,Ordinary Shares,,,USD
UIFC,,BBG000Q192P7,BBG000Q192P7,UIFC:US,Uniti Financial Corporation,Equity,Ordinary Shares,,,USD
UIHC,UIHC:UW,BBG000TKFJQ7,BBG000TKFJQ7,UIHC:US,United Insurance Holdings Corp,Equity,Ordinary Shares,NASDAQ,2018-08-10,USD
UIL,UIL:UN,BBG000BBCTW0,BBG000BBCRB7,UIL:US,UIL Holdings Corp.,Equity,Ordinary Shares,NYSE,2015-12-10,USD
UILCY,,BBG000GPK7J8,BBG000GPK7J8,UILCY:US,United Industrial Corp Ltd,Equity,,,,USD
UINF,UINF:UP,BBG002N0Y7F0,BBG002N0Y788,UINF:US,ProShares UltraPro 10 Year TIPS/TSY Spread,,Exchange Traded Fund,NYSE,2014-09-24,USD
UIS,UIS:UN,BBG000BW0V89,BBG000BW0R88,UIS:US,Unisys Corp.,Equity,Ordinary Shares,NYSE,2009-10-26,USD
UISpRA,UISpRA:UN,BBG001JZXJL8,,UISpRA:US,Unisys Corp.,Pfd,6.25% PFS CONVERT 01/03/2014 USD 100,NYSE,,USD
UITA,,BBG000CKBBL1,BBG000CKBBL1,UITA:US,Utilicraft Aerospace Inds Inc,Equity,Ordinary Shares,,,USD
UITB,UITB:UP,BBG00HZ6R9F5,BBG00HZ6R992,UITB:US,USAA Core Intermediate-Term Bond ETF,Equity,Exchange Traded Fund,NYSE,2018-05-24,USD
UITFF,,BBG000BCTB22,BBG000BCTB22,UITFF:US,Unit 4 N.V,Equity,Ordinary Shares,,,USD
UIVM,UIVM:UP,BBG00HZBYCP8,BBG00HZBYCK3,UIVM:US,USAA MSCI International Value Momentum Blend Index ETF,Equity,Exchange Traded Fund,NYSE,2018-06-01,USD
UJB,UJB:UP,BBG001MJ03N9,BBG001MJ03G7,UJB:US,ProShares Ultra High Yield,Equity,Exchange Traded Fund,NYSE,2017-12-26,USD
UJPY,UJPY:UP,BBG00JGF7K96,BBG00JGF7K50,UJPY:US,Citigroup Global Markets Holdings Inc,Equity,ZC SP REDEEM 15/12/2032 USD 25 - 17326E662,NYSE,,USD
UK,UK:UW,BBG008G2LBZ4,BBG008G2LBR3,UK:US,Recon Capital FTSE 100 ETF,Equity,Exchange Traded Fund,NASDAQ,2015-12-23,USD
UKF,UKF:UP,BBG000R1NH31,BBG000R1NF53,UKF:US,ProShares Ultra Russell1000 Growth,,Exchange Traded Fund,NYSE,2014-09-24,USD
UKK,UKK:UP,BBG000R1Q623,BBG000R1Q4R1,UKK:US,ProShares Ultra Russell2000 Growth,,Exchange Traded Fund,NYSE,2013-03-20,USD
UKRNY,,BBG000GMM0S8,BBG000GMM0S8,UKRNY:US,Ukrnafta,Equity,ADR,,,USD
UKW,UKW:UP,BBG000R1P3H5,BBG000R1P2D1,UKW:US,ProShares Ultra Russell MidCap Growth,,Exchange Traded Fund,NYSE,2009-12-23,USD
UL,UL:UN,BBG000BW1674,BBG000BW1442,UL:US,Unilever plc,Equity,ADR,NYSE,2018-08-02,USD
ULBI,ULBI:UW,BBG000BGT3W8,BBG000BGT143,ULBI:US,Ultralife Corp,Equity,Ordinary Shares,NASDAQ,,USD
ULBR,ULBR:UP,BBG00HFRB4F9,BBG00HFRB496,ULBR:US,Citigroup Global Markets Holdings Inc,Equity,ZC SP ETN REDEEM 16/08/2032 USD 25 - Long LIBOR ETNs,NYSE,,USD
ULCRP,,BBG000JKCHB1,BBG000JKCHB1,ULCRP:US,UltraTech Cement Ltd.,Equity,GDR - 144A,,,INR
ULE,ULE:UP,BBG000CT41Z7,BBG000CT3Z83,ULE:US,ProShares Ultra Euro,Equity,Exchange Traded Fund,NYSE,,USD
ULFS,,BBG000G7CHG8,BBG000G7CHG8,ULFS:US,Ultimate Franchise System Inc,Equity,Ordinary Shares,,,USD
ULGX,ULGX:UW,BBG000GKKTZ3,BBG000GKKMN1,ULGX:US,21st North Inc,,Ordinary Shares,NASDAQ,,USD
ULH,ULH:UW,BBG000LGRGS5,BBG000LGP1K8,ULH:US,Universal Logistics Holdings Inc,Equity,Ordinary Shares,NASDAQ,2018-08-03,USD
ULIHF,,BBG001KBT5W2,BBG001KBT5W2,ULIHF:US,United Laboratories International Holdings Ltd.,Equity,Ordinary Shares,,,USD
ULIHF,,BBG000JZ6DW1,BBG000JZ5BZ3,ULIHF:US,United Laboratories International Holdings Ltd.,Equity,,,,HKD
ULNV,,BBG006KJKS35,BBG006KJKS35,ULNV:US,Porter Holding International Inc,Equity,Ordinary Shares,,,USD
ULSP,,BBG000CXF8B7,BBG000CXF8B7,ULSP:US,Ultimate Sports Entertainment Inc,Equity,Ordinary Shares,,,USD
ULST,ULST:UP,BBG005D236M8,BBG005D236F6,ULST:US,SPDR SSgA Ultra Short Term Bond ETF,Equity,Exchange Traded Fund,NYSE,2018-06-01,USD
ULTA,ULTA:UW,BBG00FWQ4VY3,BBG00FWQ4VD6,ULTA:US,Ulta Beauty Inc,Equity,Ordinary Shares,NASDAQ,2012-03-16,USD
ULTI,ULTI:UW,BBG000C1SMQ6,BBG000C1SCJ6,ULTI:US,"Ultimate Software Group, Inc.",Equity,Ordinary Shares,NASDAQ,,USD
ULTRF,,BBG000C1P8X2,BBG000C1P8X2,ULTRF:US,Ultrapetrol (Bahamas) Limited,Equity,Ordinary Shares,,,USD
ULU,ULU:UA,BBG000KDVC43,BBG000KDVBP2,ULU:US,Uluru Inc,,Ordinary Shares,AMEX,,USD
ULVAF,,BBG000CK1WL6,,ULVAF:US,Ulvac Inc.,Equity,Ordinary Shares,,,USD
ULVM,ULVM:UP,BBG00HZ6RB60,BBG00HZ6RB24,ULVM:US,USAA MSCI USA Value Momentum Blend Index ETF,Equity,Exchange Traded Fund,NYSE,2018-06-01,USD
UMAM,,BBG000DB9KB4,BBG000DB9KB4,UMAM:US,Umami Sustainable Seafood Inc,Equity,Ordinary Shares,,,USD
UMAX,,BBG001PPQSW9,BBG001PPQSG7,UMAX:US,Umax Group Corp,Equity,Ordinary Shares,,,USD
UMBBF,,BBG0019K1LR6,BBG0019K1LR6,UMBBF:US,Heritage Cannabis Holdings Corp,Equity,Ordinary Shares,,,USD
UMBF,UMBF:UW,BBG000DD95N0,BBG000DD8WX1,UMBF:US,UMB Financial Corp.,Equity,Ordinary Shares,NASDAQ,2018-06-08,USD
UMC,UMC:UN,BBG000BR4X00,BBG000BR4TH1,UMC:US,United Micro Electronics,Equity,ADR,NYSE,2017-07-11,USD
UMCE,,BBG000C4XDN7,BBG000C4XDN7,UMCE:US,UMC Electronics Co,Equity,Ordinary Shares,,,USD
UMCN,,BBG000C34LF2,BBG000C34LF2,UMCN:US,UMC Inc,Equity,Ordinary Shares,,,USD
UMDD,UMDD:UP,BBG000QBD8X8,BBG000QBD6G1,UMDD:US,ProShares UltraPro MidCap400,Equity,Exchange Traded Fund,NYSE,2016-12-21,USD
UMDSF,,BBG000BXKMM9,,UMDSF:US,United Medical Systems International,Equity,Ordinary Shares,,,USD
UMEM,,BBG000BLDDM3,BBG000BLDDM3,UMEM:US,Umember.com Inc,Equity,Ordinary Shares,,,USD
UMEWF,,BBG000BHQR92,BBG000BHQR92,UMEWF:US,UMeWorld Ltd,Equity,Ordinary Shares,,,USD
UMFG,,BBG000JMCN88,BBG000JMCN88,UMFG:US,UMF Group Inc,Equity,Ordinary Shares,,,USD
UMH,UMH:UN,BBG000D6MRH9,BBG000D6MRB5,UMH:US,UMH Properties Inc,Equity,Ordinary Shares,NYSE,2018-08-14,USD
UMHpA.CL,UMHpA.CL:UN,BBG001PR6LP0,,UMHpA.CL:US,UMH Properties Inc,Pfd,8.25% PRF PERPETUAL USD 25 - Ser A,NYSE,,USD
UMHpB,UMHpB:UN,BBG00B6KGSJ5,,UMHpB:US,UMH Properties Inc,Pfd,8% PRF PERPETUAL USD 25 - Ser B,NYSE,,USD
UMHpC,UMHpC:UN,BBG00H69J8L5,,UMHpC:US,UMH Properties Inc,Pfd,6.75% PRF PERPETUAL USD 25 - Ser C,NYSE,,USD
UMHpD,UMHpD:UN,BBG00JRYWBV0,,UMHpD:US,UMH Properties Inc,Pfd,6.375% PRF PERPETUAL USD 25 - Ser D,NYSE,,USD
UMICF,,BBG000DSZL08,BBG000DSZKN5,UMICF:US,Umicore,Equity,Ordinary Shares,,,USD
UMICY,,BBG000P0PZP9,BBG000P0PZP9,UMICY:US,Umicore,Equity,ADR,,,USD
UMLS,,BBG000BNCPQ9,BBG000BNCPQ9,UMLS:US,Ultimate Lifestyle Corp,Equity,Ordinary Shares,,,USD
UMPQ,UMPQ:UW,BBG000C106B7,BBG000C0ZW33,UMPQ:US,Umpqua Holdings Corp,Equity,Ordinary Shares,NASDAQ,2018-06-28,USD
UMPQP,UMPQP:UW,BBG0001JMLK3,,UMPQP:US,Umpqua Holdings Corp,Pfd,PRF PERPETUAL USD,NASDAQ,,USD
UMRX,UMRX:UW,BBG007DHZQR7,BBG007DHZQR7,UMRX:US,Unum Therapeutics Inc,Equity,Ordinary Shares,NASDAQ,,USD
UMSWF,,BBG000BCHMN8,,UMSWF:US,Swmtl Holding AG,Equity,Bearer Shares,,,USD
UMTAF,,BBG00HCYS0F7,BBG00HCYS0F7,UMTAF:US,Universal Medical Financial & Technical Advisory Services Co. Ltd,Equity,Ordinary Shares,,,USD
UMX,UMX:UP,BBG000QTM878,BBG000QTM725,UMX:US,ProShares Ultra MSCI Mexico Capped IMI ETF,Equity,Exchange Traded Fund,NYSE,,USD
UN,UN:UN,BBG000BW1NK2,BBG000BW1M06,UN:US,Unilever NV,Equity,New York Shares,NYSE,2018-08-02,USD
UNAM,UNAM:UW,BBG000BW2003,BBG000BW1XR3,UNAM:US,Unico American Corp.,Equity,Ordinary Shares,NASDAQ,2012-11-28,USD
UNB,UNB:UW,BBG000CTRH69,BBG000CTQBQ1,UNB:US,"Union Bankshares, Inc.",Equity,Ordinary Shares,NASDAQ,2018-07-27,USD
UNBK,,BBG000QJB0K4,BBG000QJB0K4,UNBK:US,United National Bank Cairo GA,Equity,Ordinary Shares,,,USD
UNBLF,,BBG000BWMF53,BBG000BWMF53,UNBLF:US,Unibail-Rodamco,Equity,Ordinary Shares,,,USD
UNCFF,,BBG000BSZMX2,BBG000BSZG56,UNCFF:US,Unicredit Spa,Equity,Ordinary Shares,,,USD
UNCHF,,BBG000C0H1L1,BBG000C0H1L1,UNCHF:US,Uni Charm Corporation,Equity,Ordinary Shares,,,USD
UNCL,UNCL:UW,BBG000RC2S54,BBG000DM9H63,UNCL:US,MRU Holdings Inc.,Equity,Ordinary Shares,NASDAQ,,USD
UNCRY,,BBG00HNL0GJ4,BBG00HNL0GJ4,UNCRY:US,Unicredit Spa,Equity,ADR,,,USD
UNDR,,BBG000LFTC86,BBG000LFTC86,UNDR:US,UnderSea Recovery Corp,Equity,Ordinary Shares,,,USD
UNDT,,BBG000KF4231,BBG000KF4231,UNDT:US,Universal Detection Technology,Equity,Ordinary Shares,,,USD
UNDY,,BBG000BJRWH7,BBG000BJRWH7,UNDY:US,Unidyn Corp.,Equity,Ordinary Shares,,,USD
UNEGF,,BBG002DMT2T5,BBG002DMT2T5,UNEGF:US,United Energy Group Ltd.,Equity,Ordinary Shares,,,USD
UNF,UNF:UN,BBG000BW2CN2,BBG000BW29L1,UNF:US,Unifirst Corp.,Equity,Ordinary Shares,NYSE,2018-06-07,USD
UNFI,UNFI:UW,BBG000BXBDD9,BBG000BXB1M5,UNFI:US,United Natural Foods Inc.,Equity,Ordinary Shares,NASDAQ,2004-04-20,USD
UNG,UNG:UP,BBG000R698L6,BBG000R695F9,UNG:US,United States Natural Gas Fund,Equity,Exchange Traded Fund,NYSE,2018-01-05,USD
UNGS,,BBG000BFZCW3,BBG000BFZCW3,UNGS:US,Sylios Corp,Equity,Ordinary Shares,,,USD
UNH,UNH:UN,BBG000CH53T5,BBG000CH5208,UNH:US,Unitedhealth Group Inc,Equity,Ordinary Shares,NYSE,2018-06-15,USD
UNIB,UNIB:UW,BBG000F11JJ7,BBG000F11JJ7,UNIB:US,University Bancorp Inc. (MI),Equity,Ordinary Shares,NASDAQ,,USD
UNICY,,BBG0036X4722,BBG0036X4722,UNICY:US,Uni Charm Corporation,Equity,ADR,,,USD
UNIEF,,BBG000D47S98,BBG000D47S98,UNIEF:US,Uni-Select Inc.,Equity,Ordinary Shares,,,USD
UNIF,,BBG0024Z93G0,BBG0024Z93G0,UNIF:US,U&I Financial Corp,Equity,Ordinary Shares,,,USD
UNIGF,,BBG000C44MQ6,BBG000C44MQ6,UNIGF:US,Red Oak Mining Corp,Equity,Ordinary Shares,,,USD
UNIR,,BBG000BF9X65,BBG000BF9X65,UNIR:US,Uniroyal Global Engineered Products Inc,Equity,Ordinary Shares,,,USD
UNIS,UNIS:UW,BBG000P73N20,BBG000P73KS8,UNIS:US,Unilife Corp.,Equity,Ordinary Shares,NASDAQ,2016-05-13,USD
UNISZ,,BBG000MPSHH3,BBG000MPSHH3,UNISZ:US,Unilife Corp.,Equity,Chess Depository Interest,,,USD
UNIT,UNIT:UW,BBG007Z9Y5W2,BBG002B67HB2,UNIT:US,Uniti Group Inc,Equity,Ordinary Shares,NASDAQ,2018-06-28,USD
UNIV,,BBG000BS3QL1,BBG000BS3QL1,UNIV:US,Universal Infotainment Systems Corp,Equity,Ordinary Shares,,,USD
UNL,UNL:UP,BBG000PWD827,BBG000PWD3S0,UNL:US,United States 12 Month Natural Gas Fund,Equity,Exchange Traded Fund,NYSE,,USD
UNLA,,BBG000DXDLZ3,BBG000DXDLZ3,UNLA:US,Unilava Corp,Equity,Ordinary Shares,,,USD
UNLNF,,BBG000K0YV55,BBG000K0YV55,UNLNF:US,Unilever NV,Equity,NLDR,,,USD
UNLRF,,BBG000BWJ9X0,BBG000BWJ9X0,UNLRF:US,Unilever Indonesia,Equity,Ordinary Shares,,,USD
UNLRY,,BBG000C3FFL6,BBG000C3FFL6,UNLRY:US,Unilever Indonesia,Equity,ADR,,,USD
UNLVF,,BBG000HQ4Q92,BBG000HQ4Q92,UNLVF:US,Unilever NV,Equity,Ordinary Shares,,,USD
UNLYF,,BBG000K17JF9,BBG000K17JF9,UNLYF:US,Unilever plc,Equity,Ordinary Shares,,,USD
UNM,UNM:UN,BBG000BW2T82,BBG000BW2QX0,UNM:US,Unum Group,Equity,Ordinary Shares,NYSE,2018-07-27,USD
UNMA,UNMA:UN,BBG00KZYLVC7,,UNMA:US,Unum Group,Pfd,6.25% NT REDEEM 15/06/2058 USD 25,NYSE,,USD
UNMG,,BBG000DGW5F6,BBG000DGW5F6,UNMG:US,Unimark Group Inc.,Equity,Ordinary Shares,,,USD
UNMK,,BBG000NSXPR1,BBG000NSXPR1,UNMK:US,Tritent Int`l Agriculture Inc,Equity,Ordinary Shares,,,USD
UNNCF,,BBG000BDQ7W9,,UNNCF:US,Uniden Corporation,Equity,Ordinary Shares,,,USD
UNP,UNP:UN,BBG000BW3413,BBG000BW3299,UNP:US,Union Pacific Corp.,Equity,Ordinary Shares,NYSE,2018-08-30,USD
UNPA,,BBG000BWJTB0,BBG000BWJTB0,UNPA:US,UNB Corp,Equity,Ordinary Shares,,,USD
UNPSF,,BBG000VLPMV8,BBG000VLPMV8,UNPSF:US,Uni-President China Holdings Ltd.,Equity,Ordinary Shares,,,USD
UNRDY,,BBG000TJ1YY3,BBG000TJ1YY3,UNRDY:US,Unibail-Rodamco,Equity,ADR,,,USD
UNRG,,BBG000DG81Q0,BBG000DG81Q0,UNRG:US,United Energy Corp.,Equity,Ordinary Shares,,,USD
UNRH,,BBG000BPTJK6,BBG000BPTJK6,UNRH:US,UNR Holdings Inc,Equity,Ordinary Shares,,,USD
UNS,UNS:UN,BBG000BFXFY6,BBG000BFXBV8,UNS:US,UNS Energy Corp,,Ordinary Shares,NYSE,,USD
UNSI,,BBG000GMXRD3,BBG000GMXRD3,UNSI:US,Unified Signal Inc,Equity,Ordinary Shares,,,USD
UNSS,,BBG000CLJP85,BBG000CLJP85,UNSS:US,Universal Solar Technology Inc,Equity,Ordinary Shares,,,USD
UNT,UNT:UN,BBG000BW4B16,BBG000BW4804,UNT:US,Unit Corp.,Equity,Ordinary Shares,NYSE,,USD
UNTD,UNTD:UW,BBG000G7Z392,BBG000G7XJQ0,UNTD:US,United Online Inc.,Equity,Ordinary Shares,NASDAQ,2013-11-12,USD
UNTK,UNTK:UW,BBG000M9KV95,BBG000M9KR58,UNTK:US,UniTek Global Services Inc.,,Ordinary Shares,NASDAQ,,USD
UNTN,,BBG000BX7V53,BBG000BX7V53,UNTN:US,"United Tennessee Bankshares, Inc.",Equity,Ordinary Shares,,,USD
UNTY,UNTY:UW,BBG000K0L0R3,BBG000K0KW21,UNTY:US,"Unity Bancorp, Inc.",Equity,Ordinary Shares,NASDAQ,2018-06-14,USD
UNVC,,BBG000BVH1Z9,BBG000BVH1Z9,UNVC:US,"Univec, Inc.",Equity,Ordinary Shares,,,USD
UNVR,UNVR:UN,BBG000BDHGX8,BBG000BDHD29,UNVR:US,Univar Inc,Equity,Ordinary Shares,NYSE,,USD
UNXLQ,,BBG000C10CH8,BBG000C10CH8,UNXLQ:US,Uni-Pixel Inc,Equity,Ordinary Shares,,,USD
UNYAF,,BBG000C1WB30,BBG000C1WB30,UNYAF:US,"Uny Co.,Ltd.",Equity,,,,USD
UOBKF,,BBG000CFKVN6,,UOBKF:US,Uob-kay Hian Holdings Ltd,Equity,Ordinary Shares,,,USD
